id,personSessionId,zoneCode,zoneName,firstLook,lastLook,firstDwell,lastDwell,viewTimeSeconds,dwellTimeSeconds,recordedAt
6933,a7889305-a303-43de-abfb-b7030dbdd80b,PE-05,"East Wall Bay 5",2026-07-31T03:13:34.406Z,2026-07-31T03:14:23.206Z,2026-07-31T03:13:34.406Z,2026-07-31T03:14:23.206Z,48.8,48.8,2026-07-31T03:13:34.406Z
7006,12ef5e49-ecf6-4421-bf68-e3b0c9777f3e,ACC-01,"Accessories Bay 1",2026-07-31T03:13:33.627Z,2026-07-31T03:15:03.027Z,2026-07-31T03:13:33.627Z,2026-07-31T03:15:03.027Z,89.4,89.4,2026-07-31T03:13:33.627Z
7000,b9f4c416-f8b4-4d7c-bfae-2471f42754e0,GB-R6-U2,"Gondola R6 Back U2",2026-07-31T03:13:33.175Z,2026-07-31T03:15:01.575Z,2026-07-31T03:13:33.175Z,2026-07-31T03:15:01.575Z,88.4,88.4,2026-07-31T03:13:33.175Z
6910,38d7f4e0-f3f8-4e9a-9903-fa655475e02d,GF-R4-U3,"Gondola R4 Front U3",2026-07-31T03:13:32.259Z,2026-07-31T03:14:07.859Z,2026-07-31T03:13:32.259Z,2026-07-31T03:14:07.859Z,35.6,35.6,2026-07-31T03:13:32.259Z
6986,62691423-9441-4163-ad9f-8fc386ae4fe7,PE-01,"East Wall Bay 1",2026-07-31T03:13:32.193Z,2026-07-31T03:14:50.793Z,2026-07-31T03:13:32.193Z,2026-07-31T03:14:50.793Z,78.6,78.6,2026-07-31T03:13:32.193Z
6976,39ae365e-6429-4ec6-a2dd-0cfec33995f2,PW-06,"West Wall Bay 6",2026-07-31T03:13:32.079Z,2026-07-31T03:14:43.879Z,2026-07-31T03:13:32.079Z,2026-07-31T03:14:43.879Z,71.8,71.8,2026-07-31T03:13:32.079Z
6983,a049ead9-c121-476d-955f-781061230a91,GB-R4-U7,"Gondola R4 Back U7",2026-07-31T03:13:32.048Z,2026-07-31T03:14:48.448Z,2026-07-31T03:13:32.048Z,2026-07-31T03:14:48.448Z,76.4,76.4,2026-07-31T03:13:32.048Z
6974,bc43eafb-7606-4e5a-a6bf-6723d7c4c70b,GB-R6-U2,"Gondola R6 Back U2",2026-07-31T03:13:30.369Z,2026-07-31T03:14:47.569Z,2026-07-31T03:13:30.369Z,2026-07-31T03:14:47.569Z,77.2,77.2,2026-07-31T03:13:30.369Z
6916,82896cde-bdb3-49db-83e5-dced35a1e8d2,GF-R6-U1,"Gondola R6 Front U1",2026-07-31T03:13:30.278Z,2026-07-31T03:14:12.678Z,2026-07-31T03:13:30.278Z,2026-07-31T03:14:12.678Z,42.4,42.4,2026-07-31T03:13:30.278Z
6995,7ed372e6-3bdf-4ef2-9607-5b263e159ec0,GB-R2-U5,"Gondola R2 Back U5",2026-07-31T03:13:29.171Z,2026-07-31T03:14:54.971Z,2026-07-31T03:13:29.171Z,2026-07-31T03:14:54.971Z,85.8,85.8,2026-07-31T03:13:29.171Z
6954,8a37e9b1-d8eb-40f3-adca-42459c5b0c26,GPS-05,"GPS Display Case 5",2026-07-31T03:13:27.487Z,2026-07-31T03:14:31.287Z,2026-07-31T03:13:27.487Z,2026-07-31T03:14:31.287Z,63.8,63.8,2026-07-31T03:13:27.487Z
6929,0626e582-61ba-49c8-aaa1-960494170705,PE-05,"East Wall Bay 5",2026-07-31T03:13:26.381Z,2026-07-31T03:14:22.181Z,2026-07-31T03:13:26.381Z,2026-07-31T03:14:22.181Z,55.8,55.8,2026-07-31T03:13:26.381Z
6922,583bf92c-eea8-43c9-b060-7494ac13d421,PI-03,"Promo Island 3",2026-07-31T03:13:26.341Z,2026-07-31T03:14:15.541Z,2026-07-31T03:13:26.341Z,2026-07-31T03:14:15.541Z,49.2,49.2,2026-07-31T03:13:26.341Z
6939,ac41dce4-3f9f-423a-a8de-946a5c0902b6,GB-R1-U5,"Gondola R1 Back U5",2026-07-31T03:13:26.177Z,2026-07-31T03:14:24.177Z,2026-07-31T03:13:26.177Z,2026-07-31T03:14:24.177Z,58.0,58.0,2026-07-31T03:13:26.177Z
6978,df2429b4-9fb2-411e-8232-e906de211ac3,GB-R1-U7,"Gondola R1 Back U7",2026-07-31T03:13:25.153Z,2026-07-31T03:14:47.153Z,2026-07-31T03:13:25.153Z,2026-07-31T03:14:47.153Z,82.0,82.0,2026-07-31T03:13:25.153Z
6941,e6b616f4-ab72-449c-a4b3-2e363a5920f3,GF-R6-U4,"Gondola R6 Front U4",2026-07-31T03:13:25.131Z,2026-07-31T03:14:23.131Z,2026-07-31T03:13:25.131Z,2026-07-31T03:14:23.131Z,58.0,58.0,2026-07-31T03:13:25.131Z
6940,7883b87d-d496-453b-9e52-8ab08a1da539,GB-R2-U6,"Gondola R2 Back U6",2026-07-31T03:13:24.990Z,2026-07-31T03:14:23.990Z,2026-07-31T03:13:24.990Z,2026-07-31T03:14:23.990Z,59.0,59.0,2026-07-31T03:13:24.990Z
6949,5ec596e3-a5bd-4f10-aa0f-4f08da4899a4,GF-R4-U6,"Gondola R4 Front U6",2026-07-31T03:13:24.814Z,2026-07-31T03:14:28.614Z,2026-07-31T03:13:24.814Z,2026-07-31T03:14:28.614Z,63.8,63.8,2026-07-31T03:13:24.814Z
6884,a32f9fb6-359a-4128-b3b7-ee29d6954939,GF-R4-U1,"Gondola R4 Front U1",2026-07-31T03:13:24.467Z,2026-07-31T03:13:57.067Z,2026-07-31T03:13:24.467Z,2026-07-31T03:13:57.067Z,32.6,32.6,2026-07-31T03:13:24.467Z
6990,f3c4369a-394d-4670-ac10-90c397def0f3,GF-R1-U2,"Gondola R1 Front U2",2026-07-31T03:13:23.795Z,2026-07-31T03:14:50.595Z,2026-07-31T03:13:23.795Z,2026-07-31T03:14:50.595Z,86.8,86.8,2026-07-31T03:13:23.795Z
6943,de92159d-73b6-4eb6-b621-0c827fe74297,GB-R4-U2,"Gondola R4 Back U2",2026-07-31T03:13:23.691Z,2026-07-31T03:14:25.091Z,2026-07-31T03:13:23.691Z,2026-07-31T03:14:25.091Z,61.4,61.4,2026-07-31T03:13:23.691Z
6937,b7e17a9c-6af1-4422-932e-c14fd1aaf53a,GF-R6-U6,"Gondola R6 Front U6",2026-07-31T03:13:22.583Z,2026-07-31T03:14:23.783Z,2026-07-31T03:13:22.583Z,2026-07-31T03:14:23.783Z,61.2,61.2,2026-07-31T03:13:22.583Z
6988,30f2929d-bfb0-4bb6-9d5e-39e4a25e3803,GB-R4-U3,"Gondola R4 Back U3",2026-07-31T03:13:22.226Z,2026-07-31T03:14:51.626Z,2026-07-31T03:13:22.226Z,2026-07-31T03:14:51.626Z,89.4,89.4,2026-07-31T03:13:22.226Z
6882,96385250-9009-43a2-84b9-13542e6aaddb,GB-R3-U2,"Gondola R3 Back U2",2026-07-31T03:13:21.924Z,2026-07-31T03:13:54.724Z,2026-07-31T03:13:21.924Z,2026-07-31T03:13:54.724Z,32.8,32.8,2026-07-31T03:13:21.924Z
6945,c72a0e1b-7a58-4c1c-ab04-5d235100e623,PE-02,"East Wall Bay 2",2026-07-31T03:13:21.730Z,2026-07-31T03:14:27.330Z,2026-07-31T03:13:21.730Z,2026-07-31T03:14:27.330Z,65.6,65.6,2026-07-31T03:13:21.730Z
6912,d6a6e2a7-bb21-4c81-9368-e6dc6f356edc,GF-R1-U3,"Gondola R1 Front U3",2026-07-31T03:13:20.773Z,2026-07-31T03:14:08.373Z,2026-07-31T03:13:20.773Z,2026-07-31T03:14:08.373Z,47.6,47.6,2026-07-31T03:13:20.773Z
6982,11c655c3-261a-4c70-b4f8-21e46717e157,GF-R6-U4,"Gondola R6 Front U4",2026-07-31T03:13:20.467Z,2026-07-31T03:14:49.667Z,2026-07-31T03:13:20.467Z,2026-07-31T03:14:49.667Z,89.2,89.2,2026-07-31T03:13:20.467Z
6965,4eb312ee-b76b-4a0c-a686-49657430f292,GB-R3-U4,"Gondola R3 Back U4",2026-07-31T03:13:19.245Z,2026-07-31T03:14:38.845Z,2026-07-31T03:13:19.245Z,2026-07-31T03:14:38.845Z,79.6,79.6,2026-07-31T03:13:19.245Z
6891,cb9bb6ce-80ca-41cd-aaca-de03e60acea6,GB-R1-U7,"Gondola R1 Back U7",2026-07-31T03:13:18.326Z,2026-07-31T03:14:00.326Z,2026-07-31T03:13:18.326Z,2026-07-31T03:14:00.326Z,42.0,42.0,2026-07-31T03:13:18.326Z
6888,81d89be5-d7c6-4d52-9727-7ad6ed1d8bb2,PW-05,"West Wall Bay 5",2026-07-31T03:13:18.093Z,2026-07-31T03:13:57.893Z,2026-07-31T03:13:18.093Z,2026-07-31T03:13:57.893Z,39.8,39.8,2026-07-31T03:13:18.093Z
6908,99f2bed2-f52c-4714-87c9-e6f7b0b47598,GB-R3-U4,"Gondola R3 Back U4",2026-07-31T03:13:17.801Z,2026-07-31T03:14:04.601Z,2026-07-31T03:13:17.801Z,2026-07-31T03:14:04.601Z,46.8,46.8,2026-07-31T03:13:17.801Z
6904,e1b8e504-22fe-418c-837d-f2d41382ec6f,GF-R6-U7,"Gondola R6 Front U7",2026-07-31T03:13:17.494Z,2026-07-31T03:14:03.294Z,2026-07-31T03:13:17.494Z,2026-07-31T03:14:03.294Z,45.8,45.8,2026-07-31T03:13:17.494Z
6883,0e395eaf-c1d0-40c9-ae09-5c9fc79a1b42,GF-R6-U1,"Gondola R6 Front U1",2026-07-31T03:13:16.890Z,2026-07-31T03:13:56.490Z,2026-07-31T03:13:16.890Z,2026-07-31T03:13:56.490Z,39.6,39.6,2026-07-31T03:13:16.890Z
6869,1bc6dd39-3a47-4b8e-b6f4-cf459b14738b,FB-01,"Footwear Bench Seat",2026-07-31T03:13:15.967Z,2026-07-31T03:13:48.367Z,2026-07-31T03:13:15.967Z,2026-07-31T03:13:48.367Z,32.4,32.4,2026-07-31T03:13:15.967Z
6919,43877932-b778-4cdb-bee1-354f77b763aa,GB-R1-U3,"Gondola R1 Back U3",2026-07-31T03:13:15.134Z,2026-07-31T03:14:13.734Z,2026-07-31T03:13:15.134Z,2026-07-31T03:14:13.734Z,58.6,58.6,2026-07-31T03:13:15.134Z
6950,18e352cf-407f-43c1-8a58-52c9c5204240,PE-01,"East Wall Bay 1",2026-07-31T03:13:14.705Z,2026-07-31T03:14:29.505Z,2026-07-31T03:13:14.705Z,2026-07-31T03:14:29.505Z,74.8,74.8,2026-07-31T03:13:14.705Z
6915,c2a4de4b-f8b4-404c-95e6-651768d894e9,GF-R4-U3,"Gondola R4 Front U3",2026-07-31T03:13:12.578Z,2026-07-31T03:14:09.178Z,2026-07-31T03:13:12.578Z,2026-07-31T03:14:09.178Z,56.6,56.6,2026-07-31T03:13:12.578Z
6885,81cf4469-662d-4fab-a0d9-1ea39090ba4c,GB-R2-U5,"Gondola R2 Back U5",2026-07-31T03:13:11.575Z,2026-07-31T03:13:57.575Z,2026-07-31T03:13:11.575Z,2026-07-31T03:13:57.575Z,46.0,46.0,2026-07-31T03:13:11.575Z
6934,907c6d7c-ac46-40e6-b449-44bf1b74c6de,PE-03,"East Wall Bay 3",2026-07-31T03:13:09.413Z,2026-07-31T03:14:22.213Z,2026-07-31T03:13:09.413Z,2026-07-31T03:14:22.213Z,72.8,72.8,2026-07-31T03:13:09.413Z
6946,781cd6cb-911b-4a56-9b58-9829adf8f9a3,GF-R4-U5,"Gondola R4 Front U5",2026-07-31T03:13:08.446Z,2026-07-31T03:14:27.846Z,2026-07-31T03:13:08.446Z,2026-07-31T03:14:27.846Z,79.4,79.4,2026-07-31T03:13:08.446Z
6958,9a595fbd-5468-47bf-a30e-15b95ae6b5f2,GB-R3-U1,"Gondola R3 Back U1",2026-07-31T03:13:07.448Z,2026-07-31T03:14:33.248Z,2026-07-31T03:13:07.448Z,2026-07-31T03:14:33.248Z,85.8,85.8,2026-07-31T03:13:07.448Z
6855,dc9516b5-af7b-40e4-8bff-69c934e22955,GB-R2-U7,"Gondola R2 Back U7",2026-07-31T03:13:07.394Z,2026-07-31T03:13:42.194Z,2026-07-31T03:13:07.394Z,2026-07-31T03:13:42.194Z,34.8,34.8,2026-07-31T03:13:07.394Z
6850,896ffd13-9e3e-4880-87ad-85bb7e1c9313,GF-R4-U6,"Gondola R4 Front U6",2026-07-31T03:13:06.911Z,2026-07-31T03:13:38.911Z,2026-07-31T03:13:06.911Z,2026-07-31T03:13:38.911Z,32.0,32.0,2026-07-31T03:13:06.911Z
6964,376e3887-a42c-4bd6-991c-b6330356b6b4,GF-R2-U2,"Gondola R2 Front U2",2026-07-31T03:13:06.241Z,2026-07-31T03:14:35.841Z,2026-07-31T03:13:06.241Z,2026-07-31T03:14:35.841Z,89.6,89.6,2026-07-31T03:13:06.241Z
6900,9f0fd0a3-0b6d-4796-bb7d-a6fc00e53338,GB-R5-U5,"Gondola R5 Back U5",2026-07-31T03:13:05.249Z,2026-07-31T03:13:59.649Z,2026-07-31T03:13:05.249Z,2026-07-31T03:13:59.649Z,54.4,54.4,2026-07-31T03:13:05.249Z
6925,07e45fe1-b86c-41d5-b887-c6ef63dffda1,GF-R6-U3,"Gondola R6 Front U3",2026-07-31T03:13:05.126Z,2026-07-31T03:14:20.126Z,2026-07-31T03:13:05.126Z,2026-07-31T03:14:20.126Z,75.0,75.0,2026-07-31T03:13:05.126Z
6927,ae53f1f8-4843-45a9-9887-503c1fb2abb6,GF-R6-U5,"Gondola R6 Front U5",2026-07-31T03:13:04.781Z,2026-07-31T03:14:21.781Z,2026-07-31T03:13:04.781Z,2026-07-31T03:14:21.781Z,77.0,77.0,2026-07-31T03:13:04.781Z
6923,4a5e55f7-5e5a-4d16-a0f5-d22b05bbb28b,GF-R4-U7,"Gondola R4 Front U7",2026-07-31T03:13:04.690Z,2026-07-31T03:14:15.290Z,2026-07-31T03:13:04.690Z,2026-07-31T03:14:15.290Z,70.6,70.6,2026-07-31T03:13:04.690Z
6903,afc6c2fb-37aa-4231-b08f-dc392a91928b,GF-R5-U1,"Gondola R5 Front U1",2026-07-31T03:13:04.503Z,2026-07-31T03:14:03.703Z,2026-07-31T03:13:04.503Z,2026-07-31T03:14:03.703Z,59.2,59.2,2026-07-31T03:13:04.503Z
6914,de3acfcf-1c97-48dd-9884-bf0f4114d1d0,GF-R1-U4,"Gondola R1 Front U4",2026-07-31T03:13:04.290Z,2026-07-31T03:14:12.290Z,2026-07-31T03:13:04.290Z,2026-07-31T03:14:12.290Z,68.0,68.0,2026-07-31T03:13:04.290Z
6843,ec7da4a9-02ee-4ea5-ad8d-e027b33ad5ba,GF-R5-U2,"Gondola R5 Front U2",2026-07-31T03:13:03.923Z,2026-07-31T03:13:36.123Z,2026-07-31T03:13:03.923Z,2026-07-31T03:13:36.123Z,32.2,32.2,2026-07-31T03:13:03.923Z
6947,1356f56c-3bd5-45d9-b715-d97f47592d6b,GB-R3-U3,"Gondola R3 Back U3",2026-07-31T03:13:03.883Z,2026-07-31T03:14:26.283Z,2026-07-31T03:13:03.883Z,2026-07-31T03:14:26.283Z,82.4,82.4,2026-07-31T03:13:03.883Z
6881,5df61a4f-6cae-4440-8c63-4b7c04096036,PW-06,"West Wall Bay 6",2026-07-31T03:13:03.356Z,2026-07-31T03:13:54.956Z,2026-07-31T03:13:03.356Z,2026-07-31T03:13:54.956Z,51.6,51.6,2026-07-31T03:13:03.356Z
6874,3fd9088a-85cb-47eb-9917-1aa9ed5496c6,GB-R6-U6,"Gondola R6 Back U6",2026-07-31T03:13:03.090Z,2026-07-31T03:13:50.090Z,2026-07-31T03:13:03.090Z,2026-07-31T03:13:50.090Z,47.0,47.0,2026-07-31T03:13:03.090Z
6902,3b06325a-f54d-40e7-a0cf-e2ec7a659b59,GF-R3-U7,"Gondola R3 Front U7",2026-07-31T03:13:03.041Z,2026-07-31T03:14:01.841Z,2026-07-31T03:13:03.041Z,2026-07-31T03:14:01.841Z,58.8,58.8,2026-07-31T03:13:03.041Z
6920,011f7b54-c4f3-4817-b639-13a67ac1d6a3,GF-R4-U5,"Gondola R4 Front U5",2026-07-31T03:13:02.838Z,2026-07-31T03:14:13.038Z,2026-07-31T03:13:02.838Z,2026-07-31T03:14:13.038Z,70.2,70.2,2026-07-31T03:13:02.838Z
6905,0efee6f5-69a7-4321-9ac1-3a40205c40ee,FB-01,"Footwear Bench Seat",2026-07-31T03:13:02.759Z,2026-07-31T03:14:03.959Z,2026-07-31T03:13:02.759Z,2026-07-31T03:14:03.959Z,61.2,61.2,2026-07-31T03:13:02.759Z
6951,7e718ab8-4784-480c-860a-8c2bc8c939c6,PW-03,"West Wall Bay 3",2026-07-31T03:13:01.955Z,2026-07-31T03:14:30.155Z,2026-07-31T03:13:01.955Z,2026-07-31T03:14:30.155Z,88.2,88.2,2026-07-31T03:13:01.955Z
6873,aadffab8-fb93-4e8b-805a-841d0ecaccd7,GB-R6-U4,"Gondola R6 Back U4",2026-07-31T03:13:01.689Z,2026-07-31T03:13:48.889Z,2026-07-31T03:13:01.689Z,2026-07-31T03:13:48.889Z,47.2,47.2,2026-07-31T03:13:01.689Z
6894,0e0e4aa3-4dd1-4a1c-871a-64dad1396af4,GB-R6-U1,"Gondola R6 Back U1",2026-07-31T03:13:00.446Z,2026-07-31T03:14:00.246Z,2026-07-31T03:13:00.446Z,2026-07-31T03:14:00.246Z,59.8,59.8,2026-07-31T03:13:00.446Z
6851,82c8303b-89bc-4d0b-bac6-93ca8aa39e25,PW-05,"West Wall Bay 5",2026-07-31T03:13:00.356Z,2026-07-31T03:13:39.756Z,2026-07-31T03:13:00.356Z,2026-07-31T03:13:39.756Z,39.4,39.4,2026-07-31T03:13:00.356Z
6899,e1ba93af-ba52-437f-9014-90c0a7d3e57d,FB-01,"Footwear Bench Seat",2026-07-31T03:13:00.143Z,2026-07-31T03:14:02.143Z,2026-07-31T03:13:00.143Z,2026-07-31T03:14:02.143Z,62.0,62.0,2026-07-31T03:13:00.143Z
6924,d0f240b3-d617-4e8e-b16a-da1a29e3fa54,GF-R4-U6,"Gondola R4 Front U6",2026-07-31T03:12:57.546Z,2026-07-31T03:14:17.346Z,2026-07-31T03:12:57.546Z,2026-07-31T03:14:17.346Z,79.8,79.8,2026-07-31T03:12:57.546Z
6854,2d6395f4-556d-42a8-85a5-c870dc103ed3,PE-06,"East Wall Bay 6",2026-07-31T03:12:56.182Z,2026-07-31T03:13:39.582Z,2026-07-31T03:12:56.182Z,2026-07-31T03:13:39.582Z,43.4,43.4,2026-07-31T03:12:56.182Z
6859,44ad48d4-c803-480f-b04d-7d16a68d5fc2,PW-02,"West Wall Bay 2",2026-07-31T03:12:55.525Z,2026-07-31T03:13:40.925Z,2026-07-31T03:12:55.525Z,2026-07-31T03:13:40.925Z,45.4,45.4,2026-07-31T03:12:55.525Z
6879,0b5b66cb-4386-4e44-ac16-c55e87c8f82b,GF-R2-U1,"Gondola R2 Front U1",2026-07-31T03:12:55.351Z,2026-07-31T03:13:49.751Z,2026-07-31T03:12:55.351Z,2026-07-31T03:13:49.751Z,54.4,54.4,2026-07-31T03:12:55.351Z
6935,270d626f-ad31-4d04-8ba1-3c0869b510a4,GF-R6-U4,"Gondola R6 Front U4",2026-07-31T03:12:54.911Z,2026-07-31T03:14:23.111Z,2026-07-31T03:12:54.911Z,2026-07-31T03:14:23.111Z,88.2,88.2,2026-07-31T03:12:54.911Z
6913,be8f8a6e-9335-4c70-9cb8-e707298ee0b6,GB-R4-U1,"Gondola R4 Back U1",2026-07-31T03:12:54.166Z,2026-07-31T03:14:06.566Z,2026-07-31T03:12:54.166Z,2026-07-31T03:14:06.566Z,72.4,72.4,2026-07-31T03:12:54.166Z
6887,d10e193d-ae97-4576-91c1-bdca53cfed3f,GB-R5-U3,"Gondola R5 Back U3",2026-07-31T03:12:53.134Z,2026-07-31T03:13:57.734Z,2026-07-31T03:12:53.134Z,2026-07-31T03:13:57.734Z,64.6,64.6,2026-07-31T03:12:53.134Z
6897,0db890db-93c9-442d-b9f1-8f4703f73777,GB-R4-U5,"Gondola R4 Back U5",2026-07-31T03:12:52.946Z,2026-07-31T03:14:01.546Z,2026-07-31T03:12:52.946Z,2026-07-31T03:14:01.546Z,68.6,68.6,2026-07-31T03:12:52.946Z
6921,b75776da-74ba-4345-9084-dad42be1e4a8,GPS-02,"GPS Display Case 2",2026-07-31T03:12:52.479Z,2026-07-31T03:14:11.479Z,2026-07-31T03:12:52.479Z,2026-07-31T03:14:11.479Z,79.0,79.0,2026-07-31T03:12:52.479Z
6835,39ae365e-6429-4ec6-a2dd-0cfec33995f2,PE-04,"East Wall Bay 4",2026-07-31T03:12:52.478Z,2026-07-31T03:13:31.078Z,2026-07-31T03:12:52.478Z,2026-07-31T03:13:31.078Z,38.6,38.6,2026-07-31T03:12:52.478Z
6911,94109efc-6b18-4661-8d05-47339b38ab3e,PE-04,"East Wall Bay 4",2026-07-31T03:12:51.467Z,2026-07-31T03:14:08.067Z,2026-07-31T03:12:51.467Z,2026-07-31T03:14:08.067Z,76.6,76.6,2026-07-31T03:12:51.467Z
6791,376e3887-a42c-4bd6-991c-b6330356b6b4,RR-02,"Apparel Round Rack 2",2026-07-31T03:12:51.440Z,2026-07-31T03:13:05.240Z,2026-07-31T03:12:51.440Z,2026-07-31T03:13:05.240Z,13.8,13.8,2026-07-31T03:12:51.440Z
6872,4d410a4e-2f35-4fc6-9dd2-957e5db3e28c,GPS-01,"GPS Display Case 1",2026-07-31T03:12:50.757Z,2026-07-31T03:13:49.557Z,2026-07-31T03:12:50.757Z,2026-07-31T03:13:49.557Z,58.8,58.8,2026-07-31T03:12:50.757Z
6862,705afdf0-4a89-46a2-a7d7-cd2718ebfd55,GF-R4-U3,"Gondola R4 Front U3",2026-07-31T03:12:50.504Z,2026-07-31T03:13:46.304Z,2026-07-31T03:12:50.504Z,2026-07-31T03:13:46.304Z,55.8,55.8,2026-07-31T03:12:50.504Z
6858,2fabe3e5-8700-41da-9368-262c26715cd0,GPS-06,"GPS Display Case 6",2026-07-31T03:12:50.120Z,2026-07-31T03:13:41.920Z,2026-07-31T03:12:50.120Z,2026-07-31T03:13:41.920Z,51.8,51.8,2026-07-31T03:12:50.120Z
6831,07e8cdbe-5d4d-4274-8ced-91e2899a4461,GB-R1-U2,"Gondola R1 Back U2",2026-07-31T03:12:49.837Z,2026-07-31T03:13:28.837Z,2026-07-31T03:12:49.837Z,2026-07-31T03:13:28.837Z,39.0,39.0,2026-07-31T03:12:49.837Z
6849,eb95af94-6661-4afa-8dcf-aede288ad091,GB-R4-U7,"Gondola R4 Back U7",2026-07-31T03:12:49.578Z,2026-07-31T03:13:39.778Z,2026-07-31T03:12:49.578Z,2026-07-31T03:13:39.778Z,50.2,50.2,2026-07-31T03:12:49.578Z
6846,daf7bbda-2ff0-4ec9-982b-33f2245f7713,GF-R2-U7,"Gondola R2 Front U7",2026-07-31T03:12:48.936Z,2026-07-31T03:13:36.336Z,2026-07-31T03:12:48.936Z,2026-07-31T03:13:36.336Z,47.4,47.4,2026-07-31T03:12:48.936Z
6863,7f527da0-0296-440a-847e-78bd67eaadf0,GB-R1-U7,"Gondola R1 Back U7",2026-07-31T03:12:48.650Z,2026-07-31T03:13:44.250Z,2026-07-31T03:12:48.650Z,2026-07-31T03:13:44.250Z,55.6,55.6,2026-07-31T03:12:48.650Z
6823,0626e582-61ba-49c8-aaa1-960494170705,GF-R6-U3,"Gondola R6 Front U3",2026-07-31T03:12:48.580Z,2026-07-31T03:13:25.380Z,2026-07-31T03:12:48.580Z,2026-07-31T03:13:25.380Z,36.8,36.8,2026-07-31T03:12:48.580Z
6860,f0a55334-bb4a-4cee-b138-ce3849557465,PW-04,"West Wall Bay 4",2026-07-31T03:12:47.800Z,2026-07-31T03:13:43Z,2026-07-31T03:12:47.800Z,2026-07-31T03:13:43Z,55.2,55.2,2026-07-31T03:12:47.800Z
6816,5ec596e3-a5bd-4f10-aa0f-4f08da4899a4,GF-R4-U1,"Gondola R4 Front U1",2026-07-31T03:12:47.413Z,2026-07-31T03:13:23.813Z,2026-07-31T03:12:47.413Z,2026-07-31T03:13:23.813Z,36.4,36.4,2026-07-31T03:12:47.413Z
6815,7883b87d-d496-453b-9e52-8ab08a1da539,GB-R2-U4,"Gondola R2 Back U4",2026-07-31T03:12:46.189Z,2026-07-31T03:13:23.989Z,2026-07-31T03:12:46.189Z,2026-07-31T03:13:23.989Z,37.8,37.8,2026-07-31T03:12:46.189Z
6909,4e04b887-863b-48c5-bb9c-6e7bca5e0a30,GB-R4-U3,"Gondola R4 Back U3",2026-07-31T03:12:46.136Z,2026-07-31T03:14:06.536Z,2026-07-31T03:12:46.136Z,2026-07-31T03:14:06.536Z,80.4,80.4,2026-07-31T03:12:46.136Z
6875,e10ba28e-962d-4a08-86f3-975ae69d92a8,ACC-01,"Accessories Bay 1",2026-07-31T03:12:46.090Z,2026-07-31T03:13:51.290Z,2026-07-31T03:12:46.090Z,2026-07-31T03:13:51.290Z,65.2,65.2,2026-07-31T03:12:46.090Z
6893,a6e82f16-e196-40dc-946b-1cf73909e2b5,GPS-06,"GPS Display Case 6",2026-07-31T03:12:45.659Z,2026-07-31T03:13:58.259Z,2026-07-31T03:12:45.659Z,2026-07-31T03:13:58.259Z,72.6,72.6,2026-07-31T03:12:45.659Z
6878,aabad301-a5d9-4e71-abf5-d4bad3861677,GF-R5-U5,"Gondola R5 Front U5",2026-07-31T03:12:45.569Z,2026-07-31T03:13:52.569Z,2026-07-31T03:12:45.569Z,2026-07-31T03:13:52.569Z,67.0,67.0,2026-07-31T03:12:45.569Z
6822,583bf92c-eea8-43c9-b060-7494ac13d421,PI-03,"Promo Island 3",2026-07-31T03:12:45.540Z,2026-07-31T03:13:25.340Z,2026-07-31T03:12:45.540Z,2026-07-31T03:13:25.340Z,39.8,39.8,2026-07-31T03:12:45.540Z
6827,7ed372e6-3bdf-4ef2-9607-5b263e159ec0,GB-R3-U5,"Gondola R3 Back U5",2026-07-31T03:12:44.970Z,2026-07-31T03:13:28.170Z,2026-07-31T03:12:44.970Z,2026-07-31T03:13:28.170Z,43.2,43.2,2026-07-31T03:12:44.970Z
6811,de92159d-73b6-4eb6-b621-0c827fe74297,GF-R4-U1,"Gondola R4 Front U1",2026-07-31T03:12:44.690Z,2026-07-31T03:13:22.690Z,2026-07-31T03:12:44.690Z,2026-07-31T03:13:22.690Z,38.0,38.0,2026-07-31T03:12:44.690Z
6892,ee49db97-3a2d-4644-a6e6-e453f0cc959f,GF-R6-U6,"Gondola R6 Front U6",2026-07-31T03:12:44.590Z,2026-07-31T03:13:58.790Z,2026-07-31T03:12:44.590Z,2026-07-31T03:13:58.790Z,74.2,74.2,2026-07-31T03:12:44.590Z
6857,da0a0add-4e44-4b9b-a540-4cf74ed555f9,GB-R6-U7,"Gondola R6 Back U7",2026-07-31T03:12:44.558Z,2026-07-31T03:13:41.958Z,2026-07-31T03:12:44.558Z,2026-07-31T03:13:41.958Z,57.4,57.4,2026-07-31T03:12:44.558Z
6830,76320e7b-c573-40c3-bdcd-4c4b30a57c4c,GB-R3-U5,"Gondola R3 Back U5",2026-07-31T03:12:44.125Z,2026-07-31T03:13:28.925Z,2026-07-31T03:12:44.125Z,2026-07-31T03:13:28.925Z,44.8,44.8,2026-07-31T03:12:44.125Z
6906,c4cb521b-b3f2-4d52-aff1-49f066841b81,FB-01,"Footwear Bench Seat",2026-07-31T03:12:42.689Z,2026-07-31T03:14:03.089Z,2026-07-31T03:12:42.689Z,2026-07-31T03:14:03.089Z,80.4,80.4,2026-07-31T03:12:42.689Z
